Name,Title,aiconalt,View,State,View1,asizebase
Shreyas Zare,Blade is too thin and breaks easily,1.0 out of 5 stars,"Reviewed in India on April 2, 2022",Verified Purchase,Not expected from a company like Philips. The blade broke off and have to throw the entire working product due to it. Didn't last even a year. Worst quality for the price.,
sebin paul,The blades don't have the quality,1.0 out of 5 stars,"Reviewed in India on January 21, 2022",Verified Purchase,"The blades are damaged with in two months and many of the consumers facing the same issues, Still the product is in warrenty period how can i fix the issues?.",2 people found this helpful
Parag Khara,Not suitable for small quantities as the blades collide w the container,3.0 out of 5 stars,"Reviewed in India on July 25, 2021",Verified Purchase,"The ergonomy of it is such that it can only be used for large quantities. So if you wanna make buttermilk for 3-4 people, you'll hit rock bottom frequently and won't blend properly.",
Harshad,Very poor quality products,1.0 out of 5 stars,"Reviewed in India on June 6, 2021",Verified Purchase,I have used only 3-4 times & the mixer got damaged. Normal handling got this type of results then it's imagine for rough n touf use.,One person found this helpful
Amazon Customer,Poor packaging by philips as well as seller,3.0 out of 5 stars,"Reviewed in India on October 14, 2021",Verified Purchase,Poor packaging by philips as well as seller...had to return it to get a replaced one...on a bit expensive side as compared to similar products,One person found this helpful
Brijendra Nath,Good hand blender,4.0 out of 5 stars,"Reviewed in India on July 8, 2021",Verified Purchase,"Like all Philips products, it performs like a dream and and am sure it'll last a lifetime. Last Philips blender was hijacked by my kid after 14 years of service. Hence the new purchase.",
BK Singh,Beater for cake,5.0 out of 5 stars,"Reviewed in India on January 12, 2022",Verified Purchase,"Philips HR3705/10 300-Watt Hand Mixer, Black is a valuable tools for the kitchen. It is very handy and easy to use. The product is worth buying.",
Satish N,"Good built quality, a bit heavy",5.0 out of 5 stars,"Reviewed in India on June 17, 2021",Verified Purchase,"The build quality of the product is very good. It completes the task faster. I got this with 2 yrs international warranty. My sister loves it.
Slightly heavier than the other local brands. But definitely will last longer.",
R.R,Its fine.,5.0 out of 5 stars,"Reviewed in India on April 7, 2021",Verified Purchase,"Since this is my first beater I am not so sure about the plus and minus of this. Still want to say its good, light weight and convenient to use. But to collect the whole cream from the beating blades is still a bit difficult. Overall I liked it. You can go for it friends.",
dilna,Worth the money paid,4.0 out of 5 stars,"Reviewed in India on December 17, 2018",Verified Purchase,The pins don't have a spill protection ring on the back where we insert the pins into the device so when we start mixing or knead the powdered ingredients do stick onto the sockets otherwise the device is just perfect does not heat on long periods of usage,5 people found this helpful
Loveli,It does not work . M,1.0 out of 5 stars,"Reviewed in India on December 7, 2021",Verified Purchase,Video Player is loading.,One person found this helpful
VSwt88,Probably second hand product,3.0 out of 5 stars,"Reviewed in India on June 29, 2022",Verified Purchase,"Product box was not in good shape like new product.
The hand blender has marks such that it has been cleaned by someone.
I am returning the product.",
Dilnawaj Tamboli,Loved id🥰,5.0 out of 5 stars,"Reviewed in India on July 11, 2020",Verified Purchase,Satisfied with product.....working very well....easy to use...300 watts......getting this product into the lockdown was very tough work.....there were shortage of into the lockdown.....but luckly found it on amazone at midnight around 1.30 am,2 people found this helpful
Nike,Noise free and powerful,5.0 out of 5 stars,"Reviewed in India on February 13, 2022",Verified Purchase,It's definitely not silent but I would say it makes less noise than cheaper ones available for lesser price. It doesn't heat too.,
Helan swathi,It's not working,1.0 out of 5 stars,"Reviewed in India on May 14, 2021",Verified Purchase,"Product is not working,asked for the replacement, and they agreed also, later no answer they kept quiet,I did not expect this from Amazon n brand",2 people found this helpful
devil,Another perfectly done product by Philips,5.0 out of 5 stars,"Reviewed in India on January 30, 2022",Verified Purchase,"I've had other products from the brand and this is just as good,
Definitely a multi-use product for kitchen,
My head chef(mom) is impressed and obsessed by the product,
Very easy to use and the material quality is also perfect",
Sumaiyah Tazyeen,Nice,5.0 out of 5 stars,"Reviewed in India on December 1, 2020",Verified Purchase,"I have been looking for this since a long time and finally I have got one.  Phillips, as we know is a good brand and the overall working of the product is great. Loved it. It’s easy to clean",
AK,Good product,5.0 out of 5 stars,"Reviewed in India on November 23, 2018",Verified Purchase,"After a lot of rssearch i just bought it n it is arrived in good condition evrything is just nice,not too heavy,good n trustable brand just go for it",8 people found this helpful
Abhijeet D Abhyankar,Nice,5.0 out of 5 stars,"Reviewed in India on June 23, 2022",Verified Purchase,"Made my work very easy. Definitely go for it. Used it for whipping cream, churning buttermilk it is very easy to use and clean.",
Prashant R.,Absolute Best in class,5.0 out of 5 stars,"Reviewed in India on March 7, 2022",Verified Purchase,Does what it is meant to do and does the best. Have used other brand mixers and Philips outperforms them all by a margin!,
BN,very sturdy,5.0 out of 5 stars,"Reviewed in India on September 1, 2021",Verified Purchase,it is vey sturdy. i bought a cheap one before but it broke down in 1 month.i had to throw it and bought this one which is very strong and good,
ayan das,Not bad,3.0 out of 5 stars,"Reviewed in India on September 30, 2019",Verified Purchase,"Product is OK. But it looks like used product because it has lots of micro scratch all over the body so it dissapointed me. And the level up down switch is very difficult to operate ,if u push it from zero it directly goes to 2 3 4 needs otherwise it's a OK product for home use. Power is not satisfying though it's 300 watt.",
Abhishek koley,Good product but price little bit high,4.0 out of 5 stars,"Reviewed in India on January 12, 2022",Verified Purchase,As its a Philips brand so quality wise it is OK but the price as compared with the other brand it is slightly inhigher side,
Neha,Perfect,5.0 out of 5 stars,"Reviewed in India on July 20, 2021",Verified Purchase,I made this cake with the help of this blender it's just perfect .. I don't have words to explain .... M in love with this blender,One person found this helpful
